cv_cct,c_nombre,cv_tipo,c_tipo,cv_administrativa,c_administrativa,cv_estatus,c_estatus,cv_motivo,c_motivo,cv_motivon2,c_descripcnmotivo,inmueble_cv_inmueble,inmueble_cv_vialidad_principal,inmueble_c_vialidad_principal,inmueble_cv_vialidad_derecha,inmueble_c_vialidad_derecha,inmueble_cv_vialidad_izquierda,inmueble_c_vialidad_izquierda,inmueble_cv_vialidad_posterior,inmueble_c_vialidad_posterior,inmueble_n_extnum,inmueble_c_extalf,inmueble_n_intnum,inmueble_c_intalf,inmueble_cv_ent,inmueble_c_nom_ent,inmueble_cv_mun,inmueble_c_nom_mun,inmueble_cv_loc,inmueble_c_nom_loc,inmueble_cv_asen,inmueble_c_nom_asen,inmueble_cv_codigo_postal,inmueble_c_desc_ubicacion,latitud,longitud,sostenimiento_cv_control,sostenimiento_c_control,sostenimiento_cv_subcontrol,sostenimiento_c_subcontrol,sostenimiento_cv_dependencian1,sostenimiento_c_dependencian1,sostenimiento_cv_dependencian2,sostenimiento_c_dependencian2,sostenimiento_cv_dependencian3,sostenimiento_c_dependencian3,sostenimiento_cv_dependencian4,sostenimiento_c_dependencian4,sostenimiento_cv_dependencian5,sostenimiento_cv_servicio,sostenimiento_c_servicio,depoperativa_cv_dependencian1,depoperativa_c_dependencian1,depoperativa_cv_dependencian2,depoperativa_c_dependencian2,depoperativa_cv_dependencian3,depoperativa_c_dependencian3,depoperativa_cv_dependencian4,depoperativa_c_dependencian4,depoperativa_cv_dependencian5,contacto_c_curp,contacto_c_rfc,contacto_c_nombre,contacto_c_apellido1,contacto_c_apellido2,contacto_c_email,contacto_c_telefono,contacto_c_celular,contacto_c_extension,contacto_c_pweb,serreg_cv_cct,jefsec_cv_cct,supervision_cv_cct,institucion,c_tuno_01,c_tuno_2,c_tuno_3,tiponivelsub_cv_servicion1,tiponivelsub_c_servicion1,tiponivelsub_cv_servicion2,tiponivelsub_c_servicion2,tiponivelsub_cv_servicion3,tiponivelsub_c_servicion3,caracteristca_cv_caracterizan1,caracteristca_c_caracterizan1,caracteristca_cv_caracterizan2,caracteristca_c_caracterizan2,fn_inmueble_c_extalf,fn_inmueble_c_intalf,fn_sostenimiento_cv_servicio
01DCT0279R,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM. 279,9,ESCUELA,1,AGUASCALIENTES,1,ACTIVO,0,,0,,01INM91FD5,1267086,CALLE CARRETERA MEXICO 45 AGUASCALIENTES-PEÑUELAS KILOMETRO 20.9,1301409,NINGUNO NINGUNO,1335732,NINGUNO NINGUNO,1370055,NINGUNO NINGUNO,0,SN,0,,1,AGUASCALIENTES,1,AGUASCALIENTES,315,PEÑUELAS (EL CIENEGAL),1.0,NINGUNO,20396,,21.721772,-102.276207,1.0,PÚBLICO,1.0,FEDERAL,1.0,PRESIDENCIA DE LA REPÚBLICA,2.0,SECRETARÍA DE EDUCACIÓN PÚBLICA,0.0,,0.0,,0.0,9999,SERVICIO EDUCATIVO,1,PRESIDENCIA DE LA REPÚBLICA,2,SECRETARÍA DE EDUCACIÓN PÚBLICA,2,SUBSECRETARÍA DE EDUCACIÓN MEDIA  SUPERIOR,4,DIRECCIÓN GENERAL DE EDUCACIÓN TECNOLÓGICA INDUSTRIAL Y DE SERVICIOS,0,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,,WWW.CBTIS279.MX,,,,01MMS0011L,MATUTINO,,,3.0,MEDIA SUPERIOR,1.0,MEDIA SUPERIOR,2.0,TECNOLÓGICO,0.0,NO APLICA,0.0,NO APLICA,,,9999.0
01FCJ0003V,INSPECCION DE EDUCACION INICIAL NUM. 3,1,SUPERVISION DE ZONA DE EDUCACION,1,AGUASCALIENTES,1,ACTIVO,0,,0,,01INM0373A,182599,CALLE CARRETERA A POCITOS,854153,NINGUNO NINGUNO,321162,NINGUNO NINGUNO,587601,NINGUNO NINGUNO,0,SN,0,,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,160.0,PRIMO VERDAD,20130,FRENTE A LA PLANTA TRATADORA DE AGUAS RESIDUALES,21.907501,-102.327361,1.0,PÚBLICO,5.0,FEDERAL TRANSFERIDO,1.0,PRESIDENCIA DE LA REPÚBLICA,2.0,SECRETARÍA DE EDUCACIÓN PÚBLICA,0.0,,0.0,,0.0,F100,SUPERVISIÓN DE ZONA DE EDUCACIÓN INICIAL,1,GOBIERNO DEL ESTADO,1,SECRETARÍA DE EDUCACIÓN DEL GOBIERNO DEL ESTADO,0,,0,,0,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,,,,,01ADG0009F,,,,DISCONTINUO,,,,,,,,,,,,,,,
01KTV0001D,SECUNDARIA COMUNITARIA DE CONAFE,9,ESCUELA,1,AGUASCALIENTES,0,INACTIVO,3,CAUSAS ADMINISTRATIVAS,5,OTRA ESPECIFIQUE,01INM03D32,54952,NINGUNO NINGUNO,321764,NINGUNO NINGUNO,588258,NINGUNO NINGUNO,855190,NINGUNO NINGUNO,0,DOMICILIO CONOCIDO,0,,1,AGUASCALIENTES,1,AGUASCALIENTES,2004,LA NUEVA TERESA,1.0,NINGUNO,20070,,0.910775,102.390278,1.0,PÚBLICO,1.0,FEDERAL,1.0,PRESIDENCIA DE LA REPÚBLICA,2.0,SECRETARÍA DE EDUCACIÓN PÚBLICA,6.0,ORGANISMOS DESCENTRALIZADOS DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA,9.0,CONSEJO NACIONAL DE FOMENTO EDUCATIVO,0.0,9999,SERVICIO EDUCATIVO,1,PRESIDENCIA DE LA REPÚBLICA,2,SECRETARÍA DE EDUCACIÓN PÚBLICA,6,ORGANISMOS DESCENTRALIZADOS DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA,9,CONSEJO NACIONAL DE FOMENTO EDUCATIVO,0,,,TESTADO,TESTADO,TESTADO,,,,,,,,,,MATUTINO,,,2.0,BÁSICA,3.0,SECUNDARIA,2.0,COMUNITARIO,0.0,NO APLICA,0.0,NO APLICA,,,9999.0
01FZP0045Z,INSPECCIÓN DE PREESCOLAR NUM. 45,1,SUPERVISION DE ZONA DE EDUCACION,1,AGUASCALIENTES,1,ACTIVO,0,,0,,01INM91FB0,1267050,CALLE GUAMARES,1335696,CALLE GASPAR DE LA FUENTE,1301373,AVENIDA POLIDUCTO,1370019,AVENIDA VALLE DE LOS ROMEROS,0,SN,0,,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,907.0,VILLA DE NUESTRA SEÑORA DE LA ASUNCION SECTOR ALAMEDA,20126,,21.93073,-102.267366,1.0,PÚBLICO,5.0,FEDERAL TRANSFERIDO,1.0,PRESIDENCIA DE LA REPÚBLICA,2.0,SECRETARÍA DE EDUCACIÓN PÚBLICA,0.0,,0.0,,0.0,F121,SUPERVISIÓN DE ZONA DE EDUCACIÓN PREESCOLAR,1,GOBIERNO DEL ESTADO,1,SECRETARÍA DE EDUCACIÓN DEL GOBIERNO DEL ESTADO,0,,0,,0,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,,,,01ADG0011U,,,,DISCONTINUO,,,,,,,,,,,,,,,
01DJN0224N,J. GUADALUPE NAJERA JIMENEZ,9,ESCUELA,1,AGUASCALIENTES,0,INACTIVO,3,CAUSAS ADMINISTRATIVAS,5,OTRA ESPECIFIQUE,01INM042F7,55581,NINGUNO NINGUNO,322591,NINGUNO NINGUNO,589213,NINGUNO NINGUNO,856473,NINGUNO NINGUNO,0,DOMICILIO CONOCIDO,0,,1,AGUASCALIENTES,9,TEPEZALÁ,6,EL BARRANCO,1.0,NINGUNO,20600,,0.928252,102.246944,1.0,PÚBLICO,5.0,FEDERAL TRANSFERIDO,1.0,PRESIDENCIA DE LA REPÚBLICA,2.0,SECRETARÍA DE EDUCACIÓN PÚBLICA,0.0,,0.0,,0.0,9999,SERVICIO EDUCATIVO,1,GOBIERNO DEL ESTADO,1,SECRETARÍA DE EDUCACIÓN DEL GOBIERNO DEL ESTADO,0,,0,,0,,,TESTADO,TESTADO,TESTADO,,,,,,01ADG0026W,,01FZP0025L,,MATUTINO,,,2.0,BÁSICA,1.0,PREESCOLAR,1.0,GENERAL,0.0,NO APLICA,0.0,NO APLICA,,,9999.0
01DPR0421E,FRANCISCO I. MADERO,9,ESCUELA,1,AGUASCALIENTES,1,ACTIVO,0,,0,,01INM03BC1,132222,CALLEJÓN GRANADA,528737,CALLE UVA,587971,NINGUNO NINGUNO,854876,NINGUNO NINGUNO,0,SN,0,,1,AGUASCALIENTES,1,AGUASCALIENTES,125,CAÑADA GRANDE DE COTORINA,1.0,NINGUNO,20280,,21.782222,-102.236389,1.0,PÚBLICO,5.0,FEDERAL TRANSFERIDO,1.0,PRESIDENCIA DE LA REPÚBLICA,2.0,SECRETARÍA DE EDUCACIÓN PÚBLICA,0.0,,0.0,,0.0,9999,SERVICIO EDUCATIVO,1,GOBIERNO DEL ESTADO,1,SECRETARÍA DE EDUCACIÓN DEL GOBIERNO DEL ESTADO,0,,0,,0,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,,,01ADG0018N,01FJS0002X,01FIZ0024C,,MATUTINO,,,2.0,BÁSICA,2.0,PRIMARIA,1.0,GENERAL,0.0,NO APLICA,0.0,NO APLICA,,,9999.0
01MMS0286Z,ONMEX,18,PLANTEL (MEDIA SUPERIOR),1,AGUASCALIENTES,0,INACTIVO,3,CAUSAS ADMINISTRATIVAS,5,OTRA ESPECIFIQUE,01INMF401E,2213513,AVENIDA CONVENCIÓN DE 1914 PONIENTE,2213514,CALLE ESPAÑA,2213515,CALLE TEREBINTO,2213516,CALLE ÁLAMOS,1132,,107,,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,8.0,BARRANCA DE GUADALUPE,20210,,21.870644,-102.311037,2.0,PRIVADO,1.0,PRIVADO,1.0,INICIATIVA PRIVADA,2.0,SOCIEDAD ANÓNIMA,0.0,,0.0,,0.0,M03,EDUCACION MEDIA SUPERIOR (RECTORIA - ADMINISTRACION ESCOLAR),1,GOBIERNO DEL ESTADO,1,SECRETARÍA DE EDUCACIÓN DEL GOBIERNO DEL ESTADO,0,,0,,0,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,,,,,,,,DISCONTINUO,,,,,,,,,,,,,,,
01MMS0060U,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS DEL ESTADO PLANTEL RINCON DE ROMOS,18,PLANTEL (MEDIA SUPERIOR),1,AGUASCALIENTES,1,ACTIVO,0,,0,,01INM041FB,184008,PROLONGACIÓN ALVARO OBREGON COL GUADALUPE,529096,ANDADOR HOMBRES ILUSTRES,589042,NINGUNO NINGUNO,856247,NINGUNO NINGUNO,0,SN,0,,1,AGUASCALIENTES,7,RINCÓN DE ROMOS,1,RINCÓN DE ROMOS,39.0,NINGUNO,20408,,22.230832,-102.308186,1.0,PÚBLICO,2.0,ESTATAL,1.0,GOBIERNO DEL ESTADO,2.0,OTROS ORGANISMOS ESTATALES,1.0,ORGANISMOS DESCENTRALIZADOS DEL GOBIERNO DEL ESTADO,0.0,,0.0,M03,EDUCACION MEDIA SUPERIOR (RECTORIA - ADMINISTRACION ESCOLAR),1,PRESIDENCIA DE LA REPÚBLICA,2,SECRETARÍA DE EDUCACIÓN PÚBLICA,2,SUBSECRETARÍA DE EDUCACIÓN MEDIA  SUPERIOR,4,DIRECCIÓN GENERAL DE EDUCACIÓN TECNOLÓGICA INDUSTRIAL Y DE SERVICIOS,0,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,,TESTADO,,,,,,DISCONTINUO,,,,,,,,,,,,,,,
01KJN0288H,PREESCOLAR COMUNITARIO,9,ESCUELA,1,AGUASCALIENTES,0,INACTIVO,3,CAUSAS ADMINISTRATIVAS,5,OTRA ESPECIFIQUE,01INM03E6C,55102,NINGUNO NINGUNO,321963,NINGUNO NINGUNO,588488,NINGUNO NINGUNO,855495,NINGUNO NINGUNO,0,DOMICILIO CONOCIDO,0,,1,AGUASCALIENTES,2,ASIENTOS,213,EL ÁGUILA [RANCHO],1.0,NINGUNO,20740,,0.919178,101.981111,1.0,PÚBLICO,1.0,FEDERAL,1.0,PRESIDENCIA DE LA REPÚBLICA,2.0,SECRETARÍA DE EDUCACIÓN PÚBLICA,6.0,ORGANISMOS DESCENTRALIZADOS DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA,9.0,CONSEJO NACIONAL DE FOMENTO EDUCATIVO,0.0,9999,SERVICIO EDUCATIVO,1,PRESIDENCIA DE LA REPÚBLICA,2,SECRETARÍA DE EDUCACIÓN PÚBLICA,6,ORGANISMOS DESCENTRALIZADOS DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA,9,CONSEJO NACIONAL DE FOMENTO EDUCATIVO,0,,,TESTADO,TESTADO,TESTADO,,,,,,,,,,MATUTINO,,,2.0,BÁSICA,1.0,PREESCOLAR,2.0,COMUNITARIO,0.0,NO APLICA,0.0,NO APLICA,,,9999.0
01FIZ0044Q,INSPECCION DE PRIMARIAS NUM. 44,1,SUPERVISION DE ZONA DE EDUCACION,1,AGUASCALIENTES,1,ACTIVO,0,,0,,01INM92072,1267241,CALLE CARRETERA A LOS ARQUITOS,1370210,NINGUNO NINGUNO,1301564,NINGUNO NINGUNO,1335887,NINGUNO NINGUNO,902,,0,,1,AGUASCALIENTES,5,JESÚS MARÍA,1,JESÚS MARÍA,95.0,LA CAÑADA,20900,,21.960103,-102.345379,1.0,PÚBLICO,5.0,FEDERAL TRANSFERIDO,1.0,PRESIDENCIA DE LA REPÚBLICA,2.0,SECRETARÍA DE EDUCACIÓN PÚBLICA,0.0,,0.0,,0.0,F106,SUPERVISIÓN DE ZONA DE EDUCACIÓN PRIMARIA GENERAL,1,GOBIERNO DEL ESTADO,1,SECRETARÍA DE EDUCACIÓN DEL GOBIERNO DEL ESTADO,0,,0,,0,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,,,,01ADG0023Z,,,,DISCONTINUO,,,,,,,,,,,,,,,
01FIC0046D,CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE EL DURAZNILLO RANCHO,19,CENTROS DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE,1,AGUASCALIENTES,1,ACTIVO,0,,0,,01INMF106E,2170681,NINGUNO NINGUNO,2170683,NINGUNO NINGUNO,2170681,NINGUNO NINGUNO,2170682,NINGUNO NINGUNO,0,DOMICILIO CONOCIDO,0,,1,AGUASCALIENTES,1,AGUASCALIENTES,2167,EL DURAZNILLO [RANCHO],1.0,NINGUNO,0,,21.785265,-102.156561,1.0,PÚBLICO,1.0,FEDERAL,1.0,PRESIDENCIA DE LA REPÚBLICA,2.0,SECRETARÍA DE EDUCACIÓN PÚBLICA,6.0,ORGANISMOS DESCENTRALIZADOS DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA,9.0,CONSEJO NACIONAL DE FOMENTO EDUCATIVO,0.0,F77,EDUCACION INICIAL NO ESCOLARIZADO COMUNITARIA,1,PRESIDENCIA DE LA REPÚBLICA,2,SECRETARÍA DE EDUCACIÓN PÚBLICA,6,ORGANISMOS DESCENTRALIZADOS DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA,9,CONSEJO NACIONAL DE FOMENTO EDUCATIVO,0,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,,,,,,,,,DISCONTINUO,,,,,,,,,,,,,,,
01FIC0233Y,CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE OJO DE AGUA DE ROSALES,19,CENTROS DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE,1,AGUASCALIENTES,1,ACTIVO,0,,0,,01INMFE0DC,2378113,NINGUNO NINGUNO,2378115,NINGUNO NINGUNO,2378113,NINGUNO NINGUNO,2378114,NINGUNO NINGUNO,0,DOMICILIO CONOCIDO,0,,1,AGUASCALIENTES,2,ASIENTOS,36,OJO DE AGUA DE ROSALES,1.0,NINGUNO,0,,22.101771,-102.172582,1.0,PÚBLICO,1.0,FEDERAL,1.0,PRESIDENCIA DE LA REPÚBLICA,2.0,SECRETARÍA DE EDUCACIÓN PÚBLICA,6.0,ORGANISMOS DESCENTRALIZADOS DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA,9.0,CONSEJO NACIONAL DE FOMENTO EDUCATIVO,0.0,F77,EDUCACION INICIAL NO ESCOLARIZADO COMUNITARIA,1,PRESIDENCIA DE LA REPÚBLICA,2,SECRETARÍA DE EDUCACIÓN PÚBLICA,6,ORGANISMOS DESCENTRALIZADOS DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA,9,CONSEJO NACIONAL DE FOMENTO EDUCATIVO,0,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,,,,,,,,,DISCONTINUO,,,,,,,,,,,,,,,
01PDI0085L,CENDI ANDREA,9,ESCUELA,1,AGUASCALIENTES,0,INACTIVO,3,CAUSAS ADMINISTRATIVAS,5,OTRA ESPECIFIQUE,01INM03C19,132241,CALLE LOMA VERDE,321561,NINGUNO NINGUNO,588029,NINGUNO NINGUNO,854956,NINGUNO NINGUNO,310,,0,,1,AGUASCALIENTES,1,AGUASCALIENTES,239,GENERAL JOSÉ MARÍA MORELOS Y PAVÓN (CAÑADA HONDA),1.0,NINGUNO,0,,0.916678,102.202778,2.0,PRIVADO,1.0,PRIVADO,1.0,INICIATIVA PRIVADA,1.0,ASOCIACIÓN CIVIL,0.0,,0.0,,0.0,9999,SERVICIO EDUCATIVO,1,GOBIERNO DEL ESTADO,1,SECRETARÍA DE EDUCACIÓN DEL GOBIERNO DEL ESTADO,0,,0,,0,,,TESTADO,TESTADO,TESTADO,,,,,,,,,,MATUTINO,,,1.0,INICIAL,1.0,INICIAL,1.0,LACTANTE Y MATERNAL,0.0,NO APLICA,0.0,NO APLICA,,,9999.0
01MMS0061T,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS DEL ESTADO PLANTEL SAN FRANCISCO DE LOS ROMO,18,PLANTEL (MEDIA SUPERIOR),1,AGUASCALIENTES,1,ACTIVO,0,,0,,01INM0442D,184187,CALLE LIC. OTTO GRANADOS ROLDAN,488864,CALLE NARANJO,759606,CALLE FRANCISCO JAVIER MINA,1067409,CALLE LICENCIADO CARLOS SALINAS DE GORTARI,711,,0,,1,AGUASCALIENTES,11,SAN FRANCISCO DE LOS ROMO,1,SAN FRANCISCO DE LOS ROMO,9.0,CEDROS,0,,22.069175,-102.270318,1.0,PÚBLICO,2.0,ESTATAL,1.0,GOBIERNO DEL ESTADO,2.0,OTROS ORGANISMOS ESTATALES,1.0,ORGANISMOS DESCENTRALIZADOS DEL GOBIERNO DEL ESTADO,0.0,,0.0,M03,EDUCACION MEDIA SUPERIOR (RECTORIA - ADMINISTRACION ESCOLAR),1,PRESIDENCIA DE LA REPÚBLICA,2,SECRETARÍA DE EDUCACIÓN PÚBLICA,2,SUBSECRETARÍA DE EDUCACIÓN MEDIA  SUPERIOR,4,DIRECCIÓN GENERAL DE EDUCACIÓN TECNOLÓGICA INDUSTRIAL Y DE SERVICIOS,0,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,,,,,,DISCONTINUO,,,,,,,,,,,,,,,
01FTV0015V,INSPECCION DE TELESECUNDARIAS NUM. 15,1,SUPERVISION DE ZONA DE EDUCACION,1,AGUASCALIENTES,1,ACTIVO,0,,0,,01INM92027,1267167,CALLE ARTICULO 115 CONSTITUCIONAL,1301490,BOULEVARD RODOLFO LANDEROS,1335813,CALLE DEL CARMEN,1370136,NINGUNO NINGUNO,0,SN,0,,1,AGUASCALIENTES,3,CALVILLO,1,CALVILLO,6.0,DEL CARMEN,20800,,21.846357,-102.710938,1.0,PÚBLICO,5.0,FEDERAL TRANSFERIDO,1.0,PRESIDENCIA DE LA REPÚBLICA,2.0,SECRETARÍA DE EDUCACIÓN PÚBLICA,0.0,,0.0,,0.0,F130,SUPERVISIÓN DE ZONA DE TELESECUNDARIA,1,GOBIERNO DEL ESTADO,1,SECRETARÍA DE EDUCACIÓN DEL GOBIERNO DEL ESTADO,0,,0,,0,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,,TESTADO,,,01ADG0020B,,,,DISCONTINUO,,,,,,,,,,,,,,,
01MMS0159D,TELEBACHILLERATO COMUNITARIO EJIDO LA GUAYANA (RANCHO SECO),18,PLANTEL (MEDIA SUPERIOR),1,AGUASCALIENTES,1,ACTIVO,0,,0,,01INM040D3,183857,CALLE BENITO JUAREZ,488729,CALLE FRANCISCO VILLA,759476,CALLE 5 DE MAYO,1067348,CALLE EMILIANO ZAPATA,0,SN,0,,1,AGUASCALIENTES,5,JESÚS MARÍA,78,EJIDO LA GUAYANA (RANCHO SECO),1.0,NINGUNO,20909,,21.981504,-102.272264,1.0,PÚBLICO,2.0,ESTATAL,1.0,GOBIERNO DEL ESTADO,2.0,OTROS ORGANISMOS ESTATALES,1.0,ORGANISMOS DESCENTRALIZADOS DEL GOBIERNO DEL ESTADO,0.0,,0.0,9999,SERVICIO EDUCATIVO,1,PRESIDENCIA DE LA REPÚBLICA,2,SECRETARÍA DE EDUCACIÓN PÚBLICA,2,SUBSECRETARÍA DE EDUCACIÓN MEDIA  SUPERIOR,2,DIRECCIÓN GENERAL DEL BACHILLERATO,0,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,,TESTADO,,,,,,,DISCONTINUO,,,,,,,,,,,,,,,9999.0
01FIC0209Y,CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE PUERTA DEL MUERTO (EL 15),19,CENTROS DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE,1,AGUASCALIENTES,1,ACTIVO,0,,0,,01INM0424E,55502,NINGUNO NINGUNO,589097,NINGUNO NINGUNO,55502,NINGUNO NINGUNO,322484,NINGUNO NINGUNO,0,DOMICILIO CONOCIDO,0,,1,AGUASCALIENTES,7,RINCÓN DE ROMOS,34,PUERTA DEL MUERTO (EL 15),1.0,NINGUNO,0,,22.296987,-102.247857,1.0,PÚBLICO,1.0,FEDERAL,1.0,PRESIDENCIA DE LA REPÚBLICA,2.0,SECRETARÍA DE EDUCACIÓN PÚBLICA,6.0,ORGANISMOS DESCENTRALIZADOS DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA,9.0,CONSEJO NACIONAL DE FOMENTO EDUCATIVO,0.0,F77,EDUCACION INICIAL NO ESCOLARIZADO COMUNITARIA,1,PRESIDENCIA DE LA REPÚBLICA,2,SECRETARÍA DE EDUCACIÓN PÚBLICA,6,ORGANISMOS DESCENTRALIZADOS DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA,9,CONSEJO NACIONAL DE FOMENTO EDUCATIVO,0,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,,,,,,,,,DISCONTINUO,,,,,,,,,,,,,,,
01MMS0217D,CENTRO UNIVERSITARIO OCTAVIO PAZ,18,PLANTEL (MEDIA SUPERIOR),1,AGUASCALIENTES,1,ACTIVO,0,,0,,01INM91ED6,1266832,AVENIDA FRANCISCO I. MADERO,1301155,CALLE COSIO,1335478,CALLE ZARAGOZA,1369801,CALLE JUAN DE MONTORO,441,,0,,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,242.0,ZONA CENTRO,20000,FRANCISCO I. MADERO NO. 441-443,21.882886,-102.289039,2.0,PRIVADO,1.0,PRIVADO,1.0,INICIATIVA PRIVADA,1.0,ASOCIACIÓN CIVIL,0.0,,0.0,,0.0,M03,EDUCACION MEDIA SUPERIOR (RECTORIA - ADMINISTRACION ESCOLAR),1,GOBIERNO DEL ESTADO,1,SECRETARÍA DE EDUCACIÓN DEL GOBIERNO DEL ESTADO,0,,0,,0,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,,,www.cuop.edu.mx,,,,,DISCONTINUO,,,,,,,,,,,,,,,
01DPR0357U,ROSALIA MONROY,9,ESCUELA,1,AGUASCALIENTES,0,INACTIVO,3,CAUSAS ADMINISTRATIVAS,5,OTRA ESPECIFIQUE,01INM037F8,183108,CALLE JARDIN RINCON GALLARDO,321207,NINGUNO NINGUNO,587650,NINGUNO NINGUNO,854270,NINGUNO NINGUNO,3,,0,,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,242.0,ZONA CENTRO,20000,,21.521139,-102.175002,1.0,PÚBLICO,5.0,FEDERAL TRANSFERIDO,1.0,PRESIDENCIA DE LA REPÚBLICA,2.0,SECRETARÍA DE EDUCACIÓN PÚBLICA,0.0,,0.0,,0.0,9999,SERVICIO EDUCATIVO,1,GOBIERNO DEL ESTADO,1,SECRETARÍA DE EDUCACIÓN DEL GOBIERNO DEL ESTADO,0,,0,,0,,,TESTADO,TESTADO,TESTADO,,TESTADO,,,,01ADG0007H,,01FIZ0002R,,VESPERTINO,,,2.0,BÁSICA,2.0,PRIMARIA,1.0,GENERAL,0.0,NO APLICA,0.0,NO APLICA,,,9999.0
01MMS0014I,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM. 282,18,PLANTEL (MEDIA SUPERIOR),1,AGUASCALIENTES,1,ACTIVO,0,,0,,01INM039C8,182758,AVENIDA VIÑEDOS RIVIER,528459,CALLE J. MANUEL MORONES,797945,CALLE VIÑEDOS RIVIER,1089022,CALLE CHATO MORONES,0,SN,0,,1,AGUASCALIENTES,1,AGUASCALIENTES,1,AGUASCALIENTES,268.0,NINGUNO,0,,21.8956,-102.323017,1.0,PÚBLICO,1.0,FEDERAL,1.0,PRESIDENCIA DE LA REPÚBLICA,2.0,SECRETARÍA DE EDUCACIÓN PÚBLICA,0.0,,0.0,,0.0,M03,EDUCACION MEDIA SUPERIOR (RECTORIA - ADMINISTRACION ESCOLAR),1,PRESIDENCIA DE LA REPÚBLICA,2,SECRETARÍA DE EDUCACIÓN PÚBLICA,2,SUBSECRETARÍA DE EDUCACIÓN MEDIA  SUPERIOR,4,DIRECCIÓN GENERAL DE EDUCACIÓN TECNOLÓGICA INDUSTRIAL Y DE SERVICIOS,0,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,,,,,,,DISCONTINUO,,,,,,,,,,,,,,,
01MMS0301B,TELEBACHILLERATO J. GUADALUPE ROMO HERRERA,18,PLANTEL (MEDIA SUPERIOR),1,AGUASCALIENTES,1,ACTIVO,0,,0,,01INM920CB,1267330,CALLE OLIVARES SANTANA,1370299,NINGUNO NINGUNO,1301653,NINGUNO NINGUNO,1335976,NINGUNO NINGUNO,0,SN,0,,1,AGUASCALIENTES,7,RINCÓN DE ROMOS,18,PABLO ESCALERAS,4.0,NINGUNO,20420,,22.245604,-102.332568,1.0,PÚBLICO,2.0,ESTATAL,1.0,GOBIERNO DEL ESTADO,1.0,SECRETARÍA DE EDUCACIÓN DEL GOBIERNO DEL ESTADO,0.0,,0.0,,0.0,M03,EDUCACION MEDIA SUPERIOR (RECTORIA - ADMINISTRACION ESCOLAR),1,GOBIERNO DEL ESTADO,1,SECRETARÍA DE EDUCACIÓN DEL GOBIERNO DEL ESTADO,0,,0,,0,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,TESTADO,,,,,,,,DISCONTINUO,,,,,,,,,,,,,,,
